,Unnamed: 0,price,kms_driven,owner,age,power,brand
138,143,72000.0,29500.0,1,4.0,220.0,7
139,144,115000.0,14900.0,1,3.0,350.0,2
140,145,65000.0,2000.0,1,3.0,125.0,5
141,146,99000.0,4000.0,1,2.0,150.0,5
142,147,68500.0,68500.0,2,7.0,150.0,4
143,148,140000.0,2473.0,1,2.0,150.0,4
144,149,130000.0,9221.0,1,3.0,200.0,10
145,150,46000.0,37128.0,1,7.0,200.0,7
146,151,30000.0,16166.0,1,6.0,125.0,6
147,152,116000.0,11716.0,1,3.0,400.0,7
148,153,130000.0,8419.0,1,3.0,350.0,2
149,154,98000.0,13459.0,1,5.0,350.0,2
150,155,85000.0,14704.0,1,6.0,350.0,2
151,158,50000.0,9200.0,1,4.0,150.0,7
152,159,100000.0,30294.0,1,5.0,350.0,2
153,160,66000.0,19756.0,1,8.0,350.0,2
154,165,80000.0,12000.0,1,2.0,160.0,5
155,166,123600.0,7702.0,1,3.0,350.0,2
156,167,950000.0,312.0,1,3.0,1300.0,8
157,168,107000.0,17000.0,1,4.0,350.0,2
158,169,600000.0,16000.0,1,5.0,821.0,13
159,170,80000.0,3500.0,1,3.0,150.0,4
160,171,75000.0,11050.0,1,4.0,150.0,8
161,172,43778.0,948.0,1,2.0,125.0,6
162,173,118000.0,11200.0,2,5.0,200.0,10
163,174,68000.0,10407.0,1,5.0,150.0,4
164,175,27000.0,23000.0,1,8.0,125.0,7
165,176,48500.0,5500.0,1,2.0,100.0,6
166,177,15000.0,38000.0,1,15.0,223.0,6
167,178,95000.0,23000.0,1,5.0,200.0,10
168,179,145000.0,4500.0,1,4.0,200.0,10
169,180,62000.0,11227.0,1,3.0,150.0,4
170,181,25000.0,45000.0,1,9.0,100.0,6
171,182,700000.0,100.0,1,6.0,1198.0,13
172,183,160000.0,3500.0,1,3.0,500.0,2
173,184,47500.0,30000.0,1,5.0,220.0,7
174,185,21000.0,38000.0,1,9.0,150.0,4
175,186,18000.0,22000.0,1,12.0,125.0,4
176,187,36000.0,54560.0,1,8.0,223.0,6
177,188,52000.0,33150.0,1,6.0,150.0,4
178,189,435000.0,5550.0,2,7.0,883.0,15
179,190,68000.0,12077.0,1,5.0,200.0,1
180,191,80000.0,5000.0,1,4.0,220.0,7
181,192,110800.0,13300.0,1,6.0,500.0,2
182,193,85000.0,16000.0,1,2.0,160.0,1
183,194,145000.0,4000.0,1,2.0,350.0,2
184,195,145000.0,3000.0,1,3.0,400.0,7
185,196,149000.0,7000.0,1,3.0,350.0,2
186,197,60000.0,4000.0,1,2.0,100.0,6
187,198,140000.0,11000.0,1,4.0,350.0,2
188,199,85000.0,15000.0,1,7.0,200.0,10
189,200,86000.0,15000.0,1,3.0,220.0,7
190,201,115000.0,15500.0,1,4.0,350.0,2
191,202,83000.0,500.0,1,3.0,150.0,8
192,207,28000.0,35251.0,1,12.0,180.0,7
193,208,14500.0,35000.0,1,14.0,100.0,6
194,209,32000.0,22000.0,1,5.0,110.0,6
195,210,62500.0,26000.0,1,5.0,180.0,7
196,211,122500.0,10000.0,1,3.0,150.0,4
197,212,24500.0,15000.0,1,6.0,100.0,7
198,213,78500.0,26000.0,1,4.0,200.0,1
199,214,102500.0,21000.0,1,4.0,350.0,2
200,215,28000.0,28428.0,1,9.0,110.0,1
201,216,130000.0,10149.0,1,3.0,350.0,2
202,217,130000.0,7036.0,1,3.0,350.0,2
203,218,115000.0,7593.0,1,4.0,400.0,7
204,219,96000.0,17000.0,1,6.0,200.0,10
205,220,29500.0,15798.0,1,4.0,100.0,7
206,221,100000.0,4800.0,1,4.0,150.0,4
207,222,177982.0,7000.0,1,2.0,410.0,2
208,223,202000.0,11000.0,1,2.0,410.0,2
209,225,113000.0,28000.0,3,6.0,200.0,10
210,226,45400.0,23000.0,2,5.0,220.0,7
211,227,105000.0,16000.0,1,4.0,350.0,2
212,228,885000.0,300.0,1,2.0,959.0,13
213,229,30000.0,50000.0,1,6.0,150.0,4
214,230,22000.0,22000.0,1,6.0,100.0,7
215,231,115000.0,10000.0,1,4.0,350.0,2
216,232,55000.0,3000.0,1,4.0,150.0,7
217,233,20000.0,55000.0,1,9.0,125.0,7
218,234,56000.0,16500.0,1,4.0,110.0,6
219,235,28000.0,36000.0,1,5.0,100.0,1
220,236,44000.0,7329.0,1,3.0,125.0,6
221,237,190000.0,8780.0,1,2.0,400.0,7
222,238,78000.0,20000.0,1,8.0,350.0,2
223,239,18787.0,28164.0,1,10.0,125.0,5
224,240,51500.0,20600.0,1,6.0,200.0,7
225,241,54200.0,5700.0,1,6.0,220.0,7
226,242,175000.0,11277.0,1,3.0,500.0,2
227,243,48000.0,26000.0,1,7.0,220.0,7
228,244,40000.0,4000.0,1,5.0,110.0,5
229,245,102400.0,11600.0,1,4.0,400.0,7
230,246,65000.0,8800.0,1,3.0,150.0,4
231,247,170000.0,2100.0,1,4.0,390.0,10
232,248,12999.0,65000.0,1,13.0,150.0,7
233,249,87000.0,20000.0,1,6.0,200.0,10
234,250,45600.0,18000.0,2,5.0,220.0,7
235,251,42000.0,58000.0,1,7.0,180.0,7
236,252,47000.0,24445.0,1,8.0,200.0,7
237,253,31000.0,34525.0,1,7.0,100.0,7
238,254,72500.0,19000.0,1,4.0,150.0,8
239,255,80999.0,4000.0,1,3.0,150.0,8
240,256,85000.0,9148.0,1,6.0,200.0,7
241,257,60000.0,16000.0,1,5.0,160.0,1
242,258,148999.0,3694.0,1,4.0,400.0,7
243,259,49000.0,7524.0,1,5.0,150.0,7
244,260,30000.0,23000.0,1,8.0,100.0,6
245,261,140000.0,12800.0,1,6.0,200.0,10
246,262,237818.0,1440.0,1,2.0,390.0,10
247,265,23600.0,22672.0,2,6.0,150.0,4
248,266,100000.0,25000.0,1,8.0,500.0,2
249,267,160700.0,10000.0,1,3.0,200.0,10
250,268,78000.0,34200.0,1,6.0,350.0,2
251,269,45000.0,7000.0,1,4.0,150.0,7
252,270,60000.0,3490.0,1,9.0,350.0,2
253,271,150000.0,7500.0,1,5.0,200.0,10
254,272,37000.0,13500.0,1,5.0,150.0,7
255,273,125000.0,11000.0,1,5.0,350.0,2
256,274,70000.0,56353.0,1,5.0,200.0,7
257,275,40000.0,25000.0,1,7.0,220.0,7
258,276,62000.0,1123.0,1,2.0,125.0,4
259,277,280000.0,1500.0,1,2.0,650.0,2
260,278,44000.0,15000.0,1,4.0,150.0,7
261,279,85000.0,31000.0,1,7.0,350.0,2
262,280,51000.0,28000.0,1,5.0,220.0,7
263,281,75000.0,11460.0,1,3.0,220.0,7
264,282,160000.0,23000.0,1,5.0,390.0,10
265,283,106000.0,1175.0,1,2.0,200.0,7
266,284,599999.0,7800.0,3,5.0,675.0,3
267,285,85000.0,15000.0,1,7.0,250.0,5
268,286,31500.0,28653.0,1,8.0,100.0,6
269,287,150000.0,8000.0,2,6.0,250.0,14
270,288,210000.0,2100.0,1,2.0,295.0,16
271,289,50000.0,3300.0,1,4.0,125.0,7
272,290,29300.0,19000.0,1,6.0,100.0,7
273,291,35740.0,20400.0,1,4.0,125.0,7
274,292,24500.0,25000.0,1,10.0,150.0,4
275,293,45000.0,18000.0,1,7.0,223.0,6
276,294,210000.0,12000.0,1,4.0,390.0,10
277,298,71000.0,11000.0,1,9.0,350.0,2
278,303,80400.0,5100.0,2,4.0,250.0,4
279,304,135000.0,2200.0,1,4.0,350.0,2
280,305,350000.0,3100.0,1,6.0,750.0,15
281,306,57000.0,1500.0,1,11.0,223.0,6
282,307,76000.0,3000.0,1,2.0,200.0,6
283,308,42100.0,22560.0,1,11.0,150.0,7
284,309,73000.0,16658.0,1,6.0,150.0,4
285,310,366000.0,3135.0,1,3.0,302.0,9
286,311,61200.0,29000.0,2,3.0,160.0,5
287,312,82000.0,29860.0,1,7.0,350.0,2
288,313,120000.0,12000.0,1,5.0,350.0,2
289,315,80000.0,7000.0,1,3.0,160.0,1
290,316,81800.0,3700.0,1,2.0,150.0,8
291,317,45900.0,27000.0,1,6.0,220.0,7
292,319,86200.0,9300.0,1,4.0,200.0,7
293,320,40000.0,9000.0,1,3.0,100.0,6
294,321,10000.0,21389.0,1,12.0,150.0,6
295,322,155000.0,13500.0,1,5.0,250.0,14
296,323,46000.0,24374.0,1,6.0,200.0,7
297,324,215000.0,9600.0,1,4.0,390.0,10
298,326,23000.0,37000.0,1,7.0,110.0,5
299,327,55250.0,7781.0,2,3.0,220.0,7
300,328,58000.0,7758.0,1,2.0,110.0,6
301,329,66000.0,8000.0,1,3.0,150.0,4
302,330,55000.0,32000.0,1,7.0,223.0,6
303,331,89730.0,12100.0,1,9.0,500.0,2
304,332,108000.0,26811.0,1,6.0,350.0,2
305,333,314100.0,13500.0,1,3.0,320.0,4
306,334,125000.0,16500.0,1,39.0,350.0,2
307,335,18800.0,10401.0,1,8.0,100.0,6
308,336,417000.0,13000.0,2,5.0,750.0,15
309,337,105000.0,20500.0,1,4.0,400.0,7
310,338,20000.0,19211.0,1,6.0,110.0,5
311,339,88000.0,22500.0,1,10.0,350.0,2
312,340,47000.0,14009.0,1,2.0,125.0,7
313,341,95000.0,11000.0,1,2.0,220.0,7
314,342,108000.0,2982.0,1,3.0,150.0,4
315,343,186100.0,12000.0,1,3.0,390.0,10
316,344,81500.0,3000.0,1,1.0,125.0,5
317,345,20000.0,30806.0,1,5.0,100.0,7
318,346,15000.0,55000.0,2,13.0,150.0,7
319,347,39000.0,5000.0,1,5.0,150.0,7
320,348,102500.0,29000.0,1,5.0,350.0,2
321,349,87000.0,15000.0,1,7.0,350.0,2
322,350,118000.0,14500.0,1,3.0,400.0,7
323,351,131100.0,6200.0,1,4.0,350.0,2
324,355,42000.0,19000.0,1,5.0,160.0,5
325,356,45000.0,15000.0,1,4.0,110.0,5
326,359,255000.0,2200.0,1,3.0,310.0,17
327,360,78700.0,3710.0,1,2.0,160.0,1
328,361,62800.0,38400.0,2,7.0,250.0,5
329,362,35000.0,18000.0,1,6.0,150.0,7
330,363,33800.0,17000.0,1,5.0,150.0,7
331,364,125000.0,21000.0,3,11.0,250.0,12
332,365,146000.0,4700.0,1,5.0,410.0,2
333,366,569400.0,3174.0,1,6.0,899.0,9
334,367,1900000.0,1700.0,1,6.0,1800.0,18
335,368,600000.0,230.0,1,1.0,650.0,12
336,369,185000.0,3000.0,1,2.0,200.0,10
337,370,32000.0,32000.0,1,5.0,100.0,6
338,371,38000.0,21000.0,1,4.0,125.0,6
339,372,35000.0,38717.0,1,5.0,150.0,7
340,373,42000.0,1999.0,1,3.0,150.0,6
341,374,9350.0,39822.0,2,13.0,150.0,1
342,375,330000.0,7500.0,1,5.0,650.0,12
343,376,36500.0,23000.0,1,7.0,100.0,6
344,377,38000.0,17376.0,2,5.0,100.0,6
345,378,75000.0,33000.0,1,8.0,350.0,2
346,381,230000.0,9500.0,1,4.0,300.0,9
347,382,31500.0,20000.0,1,8.0,160.0,1
348,385,46000.0,35000.0,1,16.0,350.0,2
349,386,109900.0,8600.0,1,5.0,350.0,2
350,388,35000.0,18000.0,1,5.0,150.0,7
351,389,65000.0,18000.0,1,3.0,160.0,7
352,390,175000.0,1800.0,1,2.0,295.0,16
353,391,126000.0,23000.0,1,4.0,350.0,2
354,392,25000.0,29000.0,1,9.0,125.0,5
355,393,89000.0,5000.0,1,2.0,150.0,5
356,394,160000.0,7500.0,1,2.0,350.0,2
357,395,130000.0,15000.0,1,2.0,200.0,7
358,396,33500.0,26000.0,2,12.0,125.0,5
359,397,128000.0,8000.0,1,3.0,150.0,4
360,398,143000.0,7000.0,1,3.0,350.0,2
361,399,31000.0,31464.0,2,9.0,135.0,7
362,400,72000.0,7419.0,1,3.0,150.0,8
363,401,108500.0,10000.0,1,2.0,200.0,1
364,402,74500.0,10000.0,1,4.0,220.0,7
365,403,24000.0,6300.0,1,4.0,100.0,7
366,404,80000.0,17000.0,1,3.0,220.0,7
367,405,81000.0,22000.0,1,3.0,220.0,7
368,406,115000.0,15000.0,2,5.0,350.0,2
369,419,56500.0,10000.0,1,2.0,110.0,6
370,420,75000.0,16000.0,1,4.0,220.0,7
371,421,72000.0,32542.0,1,6.0,150.0,4
372,422,73000.0,7461.0,1,4.0,150.0,8
373,423,69500.0,28000.0,1,6.0,200.0,7
374,424,78500.0,9800.0,1,3.0,160.0,1
375,425,87000.0,7000.0,1,2.0,160.0,1
376,426,40000.0,16688.0,2,6.0,180.0,1
377,427,145000.0,16000.0,1,5.0,300.0,11
378,428,265000.0,12900.0,1,2.0,650.0,2
379,429,235000.0,7000.0,1,4.0,300.0,9
380,430,400000.0,3000.0,1,6.0,750.0,15
381,431,30000.0,11000.0,1,13.0,110.0,5
382,432,140000.0,14000.0,1,5.0,200.0,10
383,433,98000.0,17000.0,1,3.0,250.0,4
384,434,74500.0,5432.0,2,6.0,350.0,2
385,435,75000.0,3419.0,1,3.0,200.0,1
386,436,27500.0,25757.0,1,8.0,125.0,6
387,437,10200.0,71474.0,1,12.0,150.0,1
388,438,57000.0,17000.0,1,5.0,150.0,7
389,439,21000.0,34688.0,1,13.0,160.0,1
390,440,68500.0,8100.0,1,3.0,160.0,7
391,441,174500.0,7900.0,1,3.0,250.0,10
392,442,108000.0,20000.0,1,5.0,350.0,2
393,448,50000.0,12000.0,1,4.0,150.0,8
394,449,118000.0,12000.0,1,7.0,535.0,2
395,451,33000.0,17525.0,1,5.0,125.0,6
396,452,150000.0,9000.0,1,4.0,200.0,10
397,453,70000.0,5000.0,1,4.0,220.0,7
398,454,105000.0,13200.0,1,6.0,350.0,2
399,455,135000.0,5000.0,1,4.0,400.0,7
400,456,140000.0,7500.0,1,4.0,400.0,7
401,457,26000.0,28000.0,1,8.0,110.0,6
402,458,230000.0,1100.0,1,4.0,390.0,10
403,459,53000.0,25000.0,1,5.0,125.0,5
404,460,76000.0,7500.0,1,4.0,150.0,7
405,461,135000.0,7000.0,1,4.0,400.0,7
406,462,45000.0,10200.0,1,4.0,125.0,7
407,463,60000.0,3500.0,1,4.0,150.0,7
408,464,40000.0,15000.0,1,4.0,110.0,6
409,465,133000.0,8000.0,1,4.0,350.0,2
410,466,25000.0,33000.0,1,7.0,100.0,7
411,467,99999.0,5500.0,1,3.0,150.0,8
412,468,130000.0,14500.0,2,8.0,250.0,5
413,469,25000.0,40688.0,1,5.0,100.0,6
414,470,75000.0,15000.0,1,4.0,220.0,7
415,471,53000.0,10000.0,1,5.0,180.0,7
416,472,25000.0,16801.0,1,6.0,125.0,8
417,473,46500.0,21342.0,1,5.0,150.0,7
418,474,18999.0,38669.0,3,6.0,110.0,11
419,475,17800.0,10000.0,1,8.0,110.0,11
420,476,52000.0,17000.0,1,4.0,180.0,7
421,477,70000.0,13500.0,1,4.0,160.0,5
422,478,85000.0,7350.0,1,5.0,150.0,4
423,479,150000.0,4000.0,1,2.0,350.0,2
424,480,115000.0,27000.0,1,5.0,350.0,2
425,481,93200.0,6500.0,1,5.0,150.0,5
426,482,155000.0,21250.0,1,5.0,390.0,10
427,483,78000.0,16000.0,1,6.0,200.0,7
428,484,85000.0,12600.0,1,7.0,350.0,2
429,485,43000.0,32000.0,1,5.0,150.0,7
430,486,50390.0,45949.0,1,4.0,160.0,1
431,487,128700.0,15900.0,2,5.0,500.0,2
432,488,510000.0,5600.0,1,4.0,750.0,15
433,489,65000.0,33000.0,1,4.0,150.0,4
434,490,55000.0,2000.0,1,9.0,150.0,5
435,491,126000.0,6518.0,1,4.0,350.0,2
436,492,53300.0,10000.0,1,2.0,100.0,6
437,493,76000.0,10000.0,1,4.0,200.0,7
438,494,140000.0,10200.0,1,4.0,400.0,7
439,495,13600.0,87267.0,1,13.0,135.0,7
440,496,73000.0,2100.0,1,3.0,180.0,1
441,497,17000.0,28130.0,2,8.0,125.0,7
442,498,29000.0,39000.0,1,6.0,150.0,7
443,499,49000.0,7500.0,1,5.0,150.0,8
444,500,371100.0,6300.0,2,5.0,750.0,15
445,501,30000.0,7334.0,1,7.0,100.0,7
446,502,70000.0,3400.0,1,4.0,150.0,7
447,503,131000.0,9900.0,1,4.0,350.0,2
448,504,65000.0,7000.0,1,4.0,160.0,7
449,505,65000.0,2600.0,1,2.0,100.0,6
450,506,96000.0,24000.0,1,5.0,350.0,2
451,507,28500.0,30000.0,1,7.0,150.0,7
452,508,62400.0,8100.0,1,4.0,200.0,7
453,509,85000.0,34000.0,1,9.0,350.0,2
454,510,66000.0,15000.0,1,2.0,150.0,7
455,511,85000.0,7000.0,1,2.0,160.0,1
456,512,18551.0,21832.0,1,13.0,135.0,7
457,513,95000.0,13890.0,1,3.0,200.0,1
458,514,130000.0,8500.0,1,3.0,400.0,7
459,515,98000.0,7300.0,1,7.0,350.0,2
460,516,53400.0,1500.0,1,3.0,110.0,5
461,517,120000.0,8700.0,1,5.0,200.0,7
462,518,58000.0,44580.0,1,5.0,160.0,5
463,519,97000.0,10473.0,1,3.0,150.0,4
464,520,38000.0,29451.0,1,5.0,100.0,7
465,521,24500.0,14324.0,1,6.0,125.0,7
466,522,129000.0,1123.0,1,2.0,125.0,10
467,523,20000.0,28000.0,1,9.0,150.0,7
468,524,123000.0,900.0,1,4.0,350.0,2
469,525,62000.0,70000.0,1,14.0,350.0,2
470,526,82000.0,14180.0,1,7.0,150.0,4
471,527,24500.0,26453.0,1,9.0,125.0,5
472,528,59300.0,9107.0,1,3.0,150.0,4
473,529,41000.0,35000.0,1,7.0,125.0,6
474,530,80000.0,6300.0,1,3.0,150.0,4
475,531,93500.0,10100.0,2,7.0,500.0,2
476,540,43000.0,6336.0,1,4.0,150.0,7
477,544,150000.0,4981.0,1,6.0,390.0,10
478,545,22500.0,25431.0,1,9.0,100.0,7
479,547,69000.0,15000.0,1,3.0,180.0,7
480,549,75800.0,6500.0,1,3.0,200.0,7
481,555,30000.0,22000.0,1,9.0,110.0,1
482,556,225000.0,17300.0,1,6.0,300.0,9
483,557,355000.0,7400.0,1,7.0,750.0,15
484,558,58000.0,14000.0,1,5.0,160.0,1
485,559,60000.0,10300.0,1,5.0,150.0,7
486,560,75200.0,16000.0,1,3.0,150.0,8
487,561,130000.0,6200.0,1,4.0,350.0,2
488,562,26900.0,20000.0,1,9.0,180.0,7
489,563,145000.0,15000.0,1,4.0,200.0,10
490,564,154000.0,8000.0,1,6.0,390.0,10
491,565,350000.0,5000.0,1,5.0,750.0,15
492,566,105000.0,20000.0,1,6.0,350.0,2
493,567,260000.0,8500.0,1,3.0,310.0,17
494,568,89900.0,20000.0,1,6.0,350.0,2
495,569,25000.0,16000.0,1,7.0,100.0,6
496,570,220000.0,12500.0,1,3.0,390.0,10
497,571,150000.0,11500.0,1,5.0,390.0,10
498,572,60000.0,21000.0,2,6.0,150.0,5
499,573,110000.0,37000.0,1,7.0,500.0,2
500,574,42000.0,25868.0,1,8.0,150.0,5
501,575,106000.0,4508.0,1,4.0,150.0,4
502,576,34000.0,17501.0,1,10.0,150.0,7
503,577,55000.0,25000.0,1,5.0,160.0,5
504,578,526300.0,12000.0,1,3.0,650.0,12
505,579,41000.0,15800.0,1,4.0,100.0,7
506,584,785000.0,2900.0,1,4.0,1130.0,9
507,585,22000.0,42554.0,1,6.0,125.0,5
508,586,165147.0,12000.0,1,4.0,390.0,10
509,587,90000.0,13140.0,1,8.0,350.0,2
510,588,140000.0,9500.0,1,5.0,200.0,10
511,589,16800.0,134200.0,1,10.0,150.0,5
512,590,70000.0,11000.0,1,7.0,350.0,2
513,591,58000.0,29451.0,1,6.0,150.0,8
514,592,32000.0,21884.0,2,8.0,100.0,6
515,593,230000.0,16150.0,2,8.0,650.0,14
516,594,91800.0,1050.0,1,2.0,160.0,1
517,595,119000.0,10544.0,1,9.0,500.0,2
518,596,23000.0,30000.0,1,7.0,100.0,6
519,597,210000.0,6013.0,1,3.0,390.0,10
520,598,43000.0,17000.0,1,5.0,150.0,7
521,599,45000.0,5800.0,1,7.0,220.0,7
522,600,42000.0,6500.0,1,5.0,100.0,6
523,601,440000.0,10800.0,1,3.0,600.0,9
524,602,72250.0,6282.0,1,5.0,200.0,10
525,603,18200.0,40000.0,1,9.0,125.0,5
526,608,395000.0,5000.0,1,6.0,650.0,14
527,609,140000.0,2881.0,1,7.0,250.0,14
528,610,700000.0,14200.0,1,13.0,1000.0,4
529,611,72000.0,3490.0,1,3.0,200.0,6
530,612,18000.0,39859.0,1,11.0,150.0,4
531,613,1000000.0,4400.0,2,5.0,1200.0,13
532,614,750000.0,9500.0,1,4.0,1050.0,3
533,615,29000.0,9000.0,1,9.0,150.0,5
534,616,120000.0,11795.0,1,5.0,350.0,2
535,617,1260000.0,17000.0,1,4.0,1300.0,8
